,count_0,count_1,log_prob_0,log_prob_1
kayong,0.0,68.0,-33.3044818307122,-6.9563773618039715
keeping,8.0,10.0,-8.199189359079407,-8.873299973977502
key,0.0,30.0,-33.3044818307122,-7.77468768531606
kidnapping,0.0,12.0,-33.3044818307122,-8.690978417185214
kill,0.0,16.0,-33.3044818307122,-8.403296344735518
killed,4.0,9.0,-8.892336539626852,-8.978660489634217
killings,0.0,7.0,-33.3044818307122,-9.22997491791195
kilo,0.0,10.0,-33.3044818307122,-8.873299973977502
kilometers,30.0,20.0,-6.877433519106255,-8.180152793422558
kilometro,0.0,9.0,-33.3044818307122,-8.978660489634217
kilos,3.0,3.0,-9.1800186120703,-10.077272778280106
kina,0.0,18.0,-33.3044818307122,-8.285513309079828
kinabukasan,0.0,32.0,-33.3044818307122,-7.710149164178697
kinailangan,0.0,11.0,-33.3044818307122,-8.777989794174086
kindly,0.0,13.0,-33.3044818307122,-8.610935709512319
kita,0.0,55.0,-33.3044818307122,-7.168551881747259
klase,0.0,6.0,-33.3044818307122,-9.384125597736826
klaseng,0.0,6.0,-33.3044818307122,-9.384125597736826
knowledge,3.0,18.0,-9.1800186120703,-8.285513309079828
komunidad,0.0,17.0,-33.3044818307122,-8.34267172291945
kongreso,0.0,46.0,-33.3044818307122,-7.347243670490279
kontra,0.0,25.0,-33.3044818307122,-7.957009242109348
kontrata,0.0,6.0,-33.3044818307122,-9.384125597736826
korea,8.0,8.0,-8.199189359079407,-9.096443525289212
korte,0.0,14.0,-33.3044818307122,-8.536827737359147
krimen,0.0,13.0,-33.3044818307122,-8.610935709512319
kriminal,0.0,8.0,-33.3044818307122,-9.096443525289212
krisis,0.0,16.0,-33.3044818307122,-8.403296344735518
kultura,0.0,12.0,-33.3044818307122,-8.690978417185214
kumikilos,0.0,5.0,-33.3044818307122,-9.566447154527449
kumikita,0.0,5.0,-33.3044818307122,-9.566447154527449
kumpanya,0.0,13.0,-33.3044818307122,-8.610935709512319
kumpara,0.0,8.0,-33.3044818307122,-9.096443525289212
kumpiyansa,0.0,22.0,-33.3044818307122,-8.084842613618687
kundi,0.0,49.0,-33.3044818307122,-7.28406476886888
kuryente,0.0,47.0,-33.3044818307122,-7.325737465269363
labanan,0.0,8.0,-33.3044818307122,-9.096443525289212
labas,0.0,14.0,-33.3044818307122,-8.536827737359147
labor,85.0,43.0,-5.8359796442802505,-7.41468495128566
laboratories,0.0,7.0,-33.3044818307122,-9.22997491791195
laborers,7.0,0.0,-8.332720751702144,-34.201735996922004
labors,5.0,2.0,-8.669192988317644,-10.482737886371604
lack,12.0,13.0,-7.793724250975409,-8.610935709512319
ladies,3.0,43.0,-9.1800186120703,-7.41468495128566
lady,1.0,8.0,-10.278630900671743,-9.096443525289212
lagi,0.0,10.0,-33.3044818307122,-8.873299973977502
laging,0.0,7.0,-33.3044818307122,-9.22997491791195
laguna,6.0,14.0,-8.486871431527021,-8.536827737359147
laid,7.0,14.0,-8.332720751702144,-8.536827737359147
lakas,0.0,34.0,-33.3044818307122,-7.649524542362446
lake,0.0,8.0,-33.3044818307122,-9.096443525289212
laki,0.0,5.0,-33.3044818307122,-9.566447154527449
lalawigan,0.0,18.0,-33.3044818307122,-8.285513309079828
lalo,0.0,67.0,-33.3044818307122,-6.97119244758909
lalong,0.0,42.0,-33.3044818307122,-7.438215448695799
lanao,3.0,7.0,-9.1800186120703,-9.22997491791195
land,116.0,111.0,-5.525040709664516,-6.466354865668313
landas,0.0,18.0,-33.3044818307122,-8.285513309079828
landed,9.0,1.0,-8.081406323424412,-11.175885066881548
landing,0.0,8.0,-33.3044818307122,-9.096443525289212
landless,12.0,7.0,-7.793724250975409,-9.22997491791195
landmark,0.0,8.0,-33.3044818307122,-9.096443525289212
lands,27.0,18.0,-6.98279403476371,-8.285513309079828
lang,0.0,605.0,-33.3044818307122,-4.770656608950541
laos,3.0,2.0,-9.1800186120703,-10.482737886371604
larangan,0.0,8.0,-33.3044818307122,-9.096443525289212
larger,10.0,7.0,-7.976045807767697,-9.22997491791195
largest,1.0,7.0,-10.278630900671743,-9.22997491791195
lasting,7.0,16.0,-8.332720751702144,-8.403296344735518
late,3.0,4.0,-9.1800186120703,-9.789590705836657
launch,0.0,5.0,-33.3044818307122,-9.566447154527449
launched,7.0,18.0,-8.332720751702144,-8.285513309079828
launching,3.0,4.0,-9.1800186120703,-9.789590705836657
law,91.0,223.0,-5.767771394253794,-5.768713295520981
laws,29.0,60.0,-6.911335070781821,-7.081540504757781
lay,8.0,11.0,-8.199189359079407,-8.777989794174086
laying,5.0,2.0,-8.669192988317644,-10.482737886371604
layunin,0.0,14.0,-33.3044818307122,-8.536827737359147
lead,5.0,35.0,-8.669192988317644,-7.620537005489277
leader,3.0,13.0,-9.1800186120703,-8.610935709512319
leaders,23.0,40.0,-7.143136684838246,-7.4870056128651115
leadership,15.0,26.0,-7.570580699662866,-7.917788528956221
leading,5.0,10.0,-8.669192988317644,-8.873299973977502
learn,1.0,7.0,-10.278630900671743,-9.22997491791195
learned,1.0,12.0,-10.278630900671743,-8.690978417185214
learning,0.0,25.0,-33.3044818307122,-7.957009242109348
leave,7.0,13.0,-8.332720751702144,-8.610935709512319
leaving,5.0,5.0,-8.669192988317644,-9.566447154527449
led,5.0,28.0,-8.669192988317644,-7.843680556802774
left,6.0,32.0,-8.486871431527021,-7.710149164178697
legacy,0.0,10.0,-33.3044818307122,-8.873299973977502
legal,12.0,26.0,-7.793724250975409,-7.917788528956221
legislation,28.0,22.0,-6.946426390592968,-8.084842613618687
legislative,24.0,29.0,-7.1005770704196305,-7.808589236991626
legislature,0.0,13.0,-33.3044818307122,-8.610935709512319
legitimate,9.0,4.0,-8.081406323424412,-9.789590705836657
lending,10.0,5.0,-7.976045807767697,-9.566447154527449
leonor,0.0,6.0,-33.3044818307122,-9.384125597736826
lessen,3.0,2.0,-9.1800186120703,-10.482737886371604
lesson,1.0,8.0,-10.278630900671743,-9.096443525289212
lessons,1.0,6.0,-10.278630900671743,-9.384125597736826
letter,1.0,5.0,-10.278630900671743,-9.566447154527449
level,35.0,54.0,-6.723282839279472,-7.186901020415422
levels,15.0,32.0,-7.570580699662866,-7.710149164178697
levy,2.0,13.0,-9.585483720161799,-8.610935709512319
leyte,4.0,11.0,-8.892336539626852,-8.777989794174086
lgu,0.0,17.0,-33.3044818307122,-8.34267172291945
lgus,0.0,32.0,-33.3044818307122,-7.710149164178697
liabilities,2.0,5.0,-9.585483720161799,-9.566447154527449
liberal,9.0,1.0,-8.081406323424412,-11.175885066881548
liberalization,1.0,11.0,-10.278630900671743,-8.777989794174086
liberation,7.0,11.0,-8.332720751702144,-8.777989794174086
liberties,3.0,4.0,-9.1800186120703,-9.789590705836657
liberty,8.0,9.0,-8.199189359079407,-8.978660489634217
libong,0.0,11.0,-33.3044818307122,-8.777989794174086
libre,0.0,8.0,-33.3044818307122,-9.096443525289212
license,3.0,5.0,-9.1800186120703,-9.566447154527449
licenses,0.0,10.0,-33.3044818307122,-8.873299973977502
lie,1.0,5.0,-10.278630900671743,-9.566447154527449
lies,6.0,8.0,-8.486871431527021,-9.096443525289212
life,63.0,94.0,-6.135496174378623,-6.6325902847104805
lifestyle,0.0,5.0,-33.3044818307122,-9.566447154527449
lift,1.0,10.0,-10.278630900671743,-8.873299973977502
light,11.0,22.0,-7.880735627964281,-8.084842613618687
lights,1.0,5.0,-10.278630900671743,-9.566447154527449
limang,0.0,19.0,-33.3044818307122,-8.231446087809845
limit,9.0,6.0,-8.081406323424412,-9.384125597736826
limited,13.0,13.0,-7.713681543302513,-8.610935709512319
limits,3.0,6.0,-9.1800186120703,-9.384125597736826
lines,19.0,14.0,-7.3341919216000395,-8.536827737359147
linggo,0.0,27.0,-33.3044818307122,-7.8800482009735155
lingkod,0.0,9.0,-33.3044818307122,-8.978660489634217
link,0.0,13.0,-33.3044818307122,-8.610935709512319
linked,1.0,4.0,-10.278630900671743,-9.789590705836657
linking,2.0,4.0,-9.585483720161799,-9.789590705836657
linya,0.0,7.0,-33.3044818307122,-9.22997491791195
lipunan,0.0,37.0,-33.3044818307122,-7.564967154334621
list,1.0,17.0,-10.278630900671743,-8.34267172291945
listahan,0.0,15.0,-33.3044818307122,-8.467834865872671
literacy,0.0,5.0,-33.3044818307122,-9.566447154527449
live,11.0,38.0,-7.880735627964281,-7.538298907252531
livelihood,5.0,27.0,-8.669192988317644,-7.8800482009735155
lives,6.0,75.0,-8.486871431527021,-6.858396953443904
living,38.0,20.0,-6.641044741042726,-8.180152793422558
liwanag,0.0,10.0,-33.3044818307122,-8.873299973977502
load,1.0,7.0,-10.278630900671743,-9.22997491791195
loan,19.0,10.0,-7.3341919216000395,-8.873299973977502
loans,46.0,29.0,-6.449989504280474,-7.808589236991626
local,39.0,136.0,-6.615069254639533,-6.2632301812447615
locally,9.0,4.0,-8.081406323424412,-9.789590705836657
located,7.0,3.0,-8.332720751702144,-10.077272778280106
logging,3.0,6.0,-9.1800186120703,-9.384125597736826
logistics,0.0,6.0,-33.3044818307122,-9.384125597736826
lokal,0.0,13.0,-33.3044818307122,-8.610935709512319
loob,0.0,73.0,-33.3044818307122,-6.885425625831787
lords,0.0,9.0,-33.3044818307122,-8.978660489634217
los,2.0,3.0,-9.585483720161799,-10.077272778280106
lose,4.0,18.0,-8.892336539626852,-8.285513309079828
losing,3.0,9.0,-9.1800186120703,-8.978660489634217
loss,5.0,15.0,-8.669192988317644,-8.467834865872671
losses,1.0,10.0,-10.278630900671743,-8.873299973977502
lost,3.0,28.0,-9.1800186120703,-7.843680556802774
lot,11.0,10.0,-7.880735627964281,-8.873299973977502
lourdes,0.0,6.0,-33.3044818307122,-9.384125597736826
love,5.0,15.0,-8.669192988317644,-8.467834865872671
lowest,5.0,18.0,-8.669192988317644,-8.285513309079828
loyal,4.0,2.0,-8.892336539626852,-10.482737886371604
loyalty,3.0,5.0,-9.1800186120703,-9.566447154527449
lrt,0.0,13.0,-33.3044818307122,-8.610935709512319
lugar,0.0,39.0,-33.3044818307122,-7.512323420849338
lumad,0.0,6.0,-33.3044818307122,-9.384125597736826
lumaki,0.0,6.0,-33.3044818307122,-9.384125597736826
lumang,0.0,12.0,-33.3044818307122,-8.690978417185214
lungsod,0.0,11.0,-33.3044818307122,-8.777989794174086
lupa,0.0,32.0,-33.3044818307122,-7.710149164178697
lupang,0.0,11.0,-33.3044818307122,-8.777989794174086
luzon,15.0,36.0,-7.570580699662866,-7.592366128522661
maaasahan,0.0,7.0,-33.3044818307122,-9.22997491791195
maabot,0.0,8.0,-33.3044818307122,-9.096443525289212
maaliwalas,0.0,7.0,-33.3044818307122,-9.22997491791195
maayos,0.0,37.0,-33.3044818307122,-7.564967154334621
mababa,0.0,9.0,-33.3044818307122,-8.978660489634217
mababang,0.0,9.0,-33.3044818307122,-8.978660489634217
mabigat,0.0,9.0,-33.3044818307122,-8.978660489634217
mabigyan,0.0,9.0,-33.3044818307122,-8.978660489634217
mabilis,0.0,16.0,-33.3044818307122,-8.403296344735518
mabuhay,0.0,17.0,-33.3044818307122,-8.34267172291945
mabuo,0.0,5.0,-33.3044818307122,-9.566447154527449
mabuti,0.0,26.0,-33.3044818307122,-7.917788528956221
mabuting,0.0,22.0,-33.3044818307122,-8.084842613618687
macapagal,5.0,21.0,-8.669192988317644,-8.131362629253363
machine,0.0,10.0,-33.3044818307122,-8.873299973977502
machinery,22.0,2.0,-7.187588447408881,-10.482737886371604
macroeconomic,0.0,14.0,-33.3044818307122,-8.536827737359147
madalas,0.0,10.0,-33.3044818307122,-8.873299973977502
madali,0.0,14.0,-33.3044818307122,-8.536827737359147
madaling,0.0,20.0,-33.3044818307122,-8.180152793422558
mag,1.0,124.0,-10.278630900671743,-6.355603501375705
magagamit,0.0,9.0,-33.3044818307122,-8.978660489634217
magagandang,0.0,5.0,-33.3044818307122,-9.566447154527449
magagawa,0.0,12.0,-33.3044818307122,-8.690978417185214
maganda,0.0,31.0,-33.3044818307122,-7.741897862493176
magandang,0.0,34.0,-33.3044818307122,-7.649524542362446
magawa,0.0,12.0,-33.3044818307122,-8.690978417185214
magbayad,0.0,9.0,-33.3044818307122,-8.978660489634217
magbibigay,0.0,9.0,-33.3044818307122,-8.978660489634217
magbigay,0.0,13.0,-33.3044818307122,-8.610935709512319
maghanap,0.0,11.0,-33.3044818307122,-8.777989794174086
magiging,0.0,50.0,-33.3044818307122,-7.263862061551402
magkaisa,0.0,9.0,-33.3044818307122,-8.978660489634217
magkakaroon,0.0,13.0,-33.3044818307122,-8.610935709512319
magkaroon,0.0,23.0,-33.3044818307122,-8.040390851048052
maglingkod,0.0,9.0,-33.3044818307122,-8.978660489634217
magna,1.0,10.0,-10.278630900671743,-8.873299973977502
magnitude,15.0,6.0,-7.570580699662866,-9.384125597736826
magpapatuloy,0.0,9.0,-33.3044818307122,-8.978660489634217
magsabi,0.0,6.0,-33.3044818307122,-9.384125597736826
magsasaka,0.0,44.0,-33.3044818307122,-7.391695433061015
magsasakang,0.0,5.0,-33.3044818307122,-9.566447154527449
magsaysay,5.0,4.0,-8.669192988317644,-9.789590705836657
magsimula,0.0,5.0,-33.3044818307122,-9.566447154527449
magsisimula,0.0,5.0,-33.3044818307122,-9.566447154527449
magtayo,0.0,7.0,-33.3044818307122,-9.22997491791195
magtulungan,0.0,6.0,-33.3044818307122,-9.384125597736826
maguindanao,0.0,9.0,-33.3044818307122,-8.978660489634217
magulang,0.0,10.0,-33.3044818307122,-8.873299973977502
mahabang,0.0,9.0,-33.3044818307122,-8.978660489634217
mahal,0.0,24.0,-33.3044818307122,-7.997831236629436
mahalaga,0.0,10.0,-33.3044818307122,-8.873299973977502
mahigit,0.0,50.0,-33.3044818307122,-7.263862061551402
mahihirap,0.0,25.0,-33.3044818307122,-7.957009242109348
mahirap,0.0,33.0,-33.3044818307122,-7.679377505512038
mahistrado,0.0,7.0,-33.3044818307122,-9.22997491791195
maiiwan,0.0,5.0,-33.3044818307122,-9.566447154527449
main,20.0,10.0,-7.282898627212752,-8.873299973977502
mainstream,1.0,8.0,-10.278630900671743,-9.096443525289212
maintain,23.0,22.0,-7.143136684838246,-8.084842613618687
maintained,15.0,4.0,-7.570580699662866,-9.789590705836657
maintaining,9.0,3.0,-8.081406323424412,-10.077272778280106
maintenance,15.0,6.0,-7.570580699662866,-9.384125597736826
major,43.0,45.0,-6.517430785075855,-7.3692225772090065
majority,6.0,21.0,-8.486871431527021,-8.131362629253363
maka,0.0,10.0,-33.3044818307122,-8.873299973977502
makabagong,0.0,6.0,-33.3044818307122,-9.384125597736826
makabalik,0.0,7.0,-33.3044818307122,-9.22997491791195
makabuluhang,0.0,10.0,-33.3044818307122,-8.873299973977502
makapag,0.0,9.0,-33.3044818307122,-8.978660489634217
makati,4.0,4.0,-8.892336539626852,-9.789590705836657
makatulong,0.0,5.0,-33.3044818307122,-9.566447154527449
makikinabang,0.0,11.0,-33.3044818307122,-8.777989794174086
makinig,0.0,10.0,-33.3044818307122,-8.873299973977502
makipag,0.0,6.0,-33.3044818307122,-9.384125597736826
makuha,0.0,14.0,-33.3044818307122,-8.536827737359147
makukuha,0.0,10.0,-33.3044818307122,-8.873299973977502
malakas,0.0,10.0,-33.3044818307122,-8.873299973977502
malaki,0.0,42.0,-33.3044818307122,-7.438215448695799
malaking,0.0,24.0,-33.3044818307122,-7.997831236629436
malaman,0.0,8.0,-33.3044818307122,-9.096443525289212
malamang,0.0,12.0,-33.3044818307122,-8.690978417185214
malapit,0.0,12.0,-33.3044818307122,-8.690978417185214
malaria,7.0,0.0,-8.332720751702144,-34.201735996922004
malasakit,0.0,21.0,-33.3044818307122,-8.131362629253363
malawakang,0.0,15.0,-33.3044818307122,-8.467834865872671
malaya,9.0,4.0,-8.081406323424412,-9.789590705836657
malayo,0.0,14.0,-33.3044818307122,-8.536827737359147
malaysia,4.0,10.0,-8.892336539626852,-8.873299973977502
mali,0.0,19.0,-33.3044818307122,-8.231446087809845
maliban,0.0,7.0,-33.3044818307122,-9.22997491791195
maliit,0.0,15.0,-33.3044818307122,-8.467834865872671
maliliit,0.0,11.0,-33.3044818307122,-8.777989794174086
malinaw,0.0,29.0,-33.3044818307122,-7.808589236991626
maling,0.0,6.0,-33.3044818307122,-9.384125597736826
malinis,0.0,11.0,-33.3044818307122,-8.777989794174086
mamamayan,0.0,43.0,-33.3044818307122,-7.41468495128566
mamamayang,0.0,9.0,-33.3044818307122,-8.978660489634217
mamuhunan,0.0,7.0,-33.3044818307122,-9.22997491791195
mamumuhunan,0.0,6.0,-33.3044818307122,-9.384125597736826
manage,2.0,7.0,-9.585483720161799,-9.22997491791195
managed,1.0,5.0,-10.278630900671743,-9.566447154527449
management,18.0,56.0,-7.388259142870023,-7.1505333762446135
managers,0.0,7.0,-33.3044818307122,-9.22997491791195
mandate,6.0,18.0,-8.486871431527021,-8.285513309079828
mandatory,0.0,12.0,-33.3044818307122,-8.690978417185214
mang,0.0,9.0,-33.3044818307122,-8.978660489634217
manggagawa,0.0,17.0,-33.3044818307122,-8.34267172291945
mangingisda,0.0,12.0,-33.3044818307122,-8.690978417185214
mangyari,0.0,12.0,-33.3044818307122,-8.690978417185214
mangyayari,0.0,8.0,-33.3044818307122,-9.096443525289212
manila,40.0,98.0,-6.589751446655306,-6.590917588309956
manner,12.0,9.0,-7.793724250975409,-8.978660489634217
manny,0.0,7.0,-33.3044818307122,-9.22997491791195
manpower,9.0,5.0,-8.081406323424412,-9.566447154527449
manufacturing,19.0,15.0,-7.3341919216000395,-8.467834865872671
mapabilis,0.0,6.0,-33.3044818307122,-9.384125597736826
mapayapa,0.0,6.0,-33.3044818307122,-9.384125597736826
mapupunta,0.0,6.0,-33.3044818307122,-9.384125597736826
mar,0.0,9.0,-33.3044818307122,-8.978660489634217
maralita,0.0,20.0,-33.3044818307122,-8.180152793422558
maralitang,0.0,11.0,-33.3044818307122,-8.777989794174086
maraming,0.0,109.0,-33.3044818307122,-6.484537184751487
marawi,1.0,18.0,-10.278630900671743,-8.285513309079828
march,8.0,16.0,-8.199189359079407,-8.403296344735518
marcos,0.0,17.0,-33.3044818307122,-8.34267172291945
marginalized,0.0,6.0,-33.3044818307122,-9.384125597736826
maria,7.0,14.0,-8.332720751702144,-8.536827737359147
marikina,1.0,5.0,-10.278630900671743,-9.566447154527449
marine,1.0,6.0,-10.278630900671743,-9.384125597736826
maritime,2.0,5.0,-9.585483720161799,-9.566447154527449
mark,3.0,6.0,-9.1800186120703,-9.384125597736826
marked,6.0,8.0,-8.486871431527021,-9.096443525289212
market,16.0,72.0,-7.506042178525712,-6.899218947964104
marketing,13.0,0.0,-7.713681543302513,-34.201735996922004
markets,16.0,21.0,-7.506042178525712,-8.131362629253363
martial,0.0,14.0,-33.3044818307122,-8.536827737359147
mas,0.0,186.0,-33.3044818307122,-5.950138393267809
masabi,0.0,7.0,-33.3044818307122,-9.22997491791195
masakit,0.0,12.0,-33.3044818307122,-8.690978417185214
masama,0.0,11.0,-33.3044818307122,-8.777989794174086
masasabi,0.0,16.0,-33.3044818307122,-8.403296344735518
maski,0.0,26.0,-33.3044818307122,-7.917788528956221
mass,7.0,15.0,-8.332720751702144,-8.467834865872671
masses,30.0,3.0,-6.877433519106255,-10.077272778280106
massive,4.0,14.0,-8.892336539626852,-8.536827737359147
master,2.0,3.0,-9.585483720161799,-10.077272778280106
masyadong,0.0,8.0,-33.3044818307122,-9.096443525289212
mata,0.0,13.0,-33.3044818307122,-8.610935709512319
matagal,0.0,25.0,-33.3044818307122,-7.957009242109348
matapos,0.0,61.0,-33.3044818307122,-7.0650112028065974
matatapos,0.0,7.0,-33.3044818307122,-9.22997491791195
material,16.0,10.0,-7.506042178525712,-8.873299973977502
materials,27.0,6.0,-6.98279403476371,-9.384125597736826
math,0.0,7.0,-33.3044818307122,-9.22997491791195
mathematics,1.0,5.0,-10.278630900671743,-9.566447154527449
matibay,0.0,6.0,-33.3044818307122,-9.384125597736826
matinding,0.0,10.0,-33.3044818307122,-8.873299973977502
matino,0.0,5.0,-33.3044818307122,-9.566447154527449
matter,18.0,25.0,-7.388259142870023,-7.957009242109348
matters,12.0,6.0,-7.793724250975409,-9.384125597736826
maupo,0.0,10.0,-33.3044818307122,-8.873299973977502
maximize,0.0,5.0,-33.3044818307122,-9.566447154527449
maximum,10.0,7.0,-7.976045807767697,-9.22997491791195
mayaman,0.0,10.0,-33.3044818307122,-8.873299973977502
maykapal,0.0,6.0,-33.3044818307122,-9.384125597736826
maynila,0.0,13.0,-33.3044818307122,-8.610935709512319
mayo,0.0,12.0,-33.3044818307122,-8.690978417185214
mayor,0.0,46.0,-33.3044818307122,-7.347243670490279
mayors,1.0,8.0,-10.278630900671743,-9.096443525289212
mayroong,0.0,5.0,-33.3044818307122,-9.566447154527449
meaning,3.0,4.0,-9.1800186120703,-9.789590705836657
meaningful,1.0,11.0,-10.278630900671743,-8.777989794174086
meant,1.0,10.0,-10.278630900671743,-8.873299973977502
measurable,1.0,4.0,-10.278630900671743,-9.789590705836657
measure,32.0,15.0,-6.8128949979688915,-8.467834865872671
measures,112.0,61.0,-5.5601320294757555,-7.0650112028065974
meat,12.0,1.0,-7.793724250975409,-11.175885066881548
mechanism,3.0,6.0,-9.1800186120703,-9.384125597736826
media,1.0,29.0,-10.278630900671743,-7.808589236991626
medialdea,0.0,9.0,-33.3044818307122,-8.978660489634217
medical,17.0,25.0,-7.445417556709645,-7.957009242109348
medicine,2.0,7.0,-9.585483720161799,-9.22997491791195
medicines,0.0,8.0,-33.3044818307122,-9.096443525289212
medium,0.0,45.0,-33.3044818307122,-7.3692225772090065
medyo,0.0,13.0,-33.3044818307122,-8.610935709512319
meet,44.0,30.0,-6.49444126685121,-7.77468768531606
meeting,11.0,23.0,-7.880735627964281,-8.040390851048052
meetings,0.0,5.0,-33.3044818307122,-9.566447154527449
megawatts,0.0,9.0,-33.3044818307122,-8.978660489634217
membership,7.0,3.0,-8.332720751702144,-10.077272778280106
menace,3.0,7.0,-9.1800186120703,-9.22997491791195
ment,24.0,6.0,-7.1005770704196305,-9.384125597736826
mental,3.0,2.0,-9.1800186120703,-10.482737886371604
mention,6.0,17.0,-8.486871431527021,-8.34267172291945
mentioned,2.0,5.0,-9.585483720161799,-9.566447154527449
ments,8.0,7.0,-8.199189359079407,-9.22997491791195
mere,4.0,10.0,-8.892336539626852,-8.873299973977502
merit,3.0,4.0,-9.1800186120703,-9.789590705836657
merkado,0.0,17.0,-33.3044818307122,-8.34267172291945
meron,0.0,21.0,-33.3044818307122,-8.131362629253363
mesa,1.0,10.0,-10.278630900671743,-8.873299973977502
message,35.0,17.0,-6.723282839279472,-8.34267172291945
messageofhis,0.0,5.0,-33.3044818307122,-9.566447154527449
messages,2.0,3.0,-9.585483720161799,-10.077272778280106
met,7.0,7.0,-8.332720751702144,-9.22997491791195
meters,9.0,8.0,-8.081406323424412,-9.096443525289212
methods,14.0,3.0,-7.6395735711493415,-10.077272778280106
metric,6.0,21.0,-8.486871431527021,-8.131362629253363
metro,0.0,87.0,-33.3044818307122,-6.709976948325815
metropolitan,0.0,7.0,-33.3044818307122,-9.22997491791195
mexico,2.0,5.0,-9.585483720161799,-9.566447154527449
micro,0.0,6.0,-33.3044818307122,-9.384125597736826
middle,4.0,27.0,-8.892336539626852,-7.8800482009735155
midnight,0.0,5.0,-33.3044818307122,-9.566447154527449
midst,4.0,1.0,-8.892336539626852,-11.175885066881548
migrant,0.0,12.0,-33.3044818307122,-8.690978417185214
milf,0.0,23.0,-33.3044818307122,-8.040390851048052
militar,0.0,12.0,-33.3044818307122,-8.690978417185214
military,20.0,98.0,-7.282898627212752,-6.590917588309956
milk,8.0,1.0,-8.199189359079407,-11.175885066881548
millennium,0.0,6.0,-33.3044818307122,-9.384125597736826
millions,2.0,14.0,-9.585483720161799,-8.536827737359147
mills,18.0,1.0,-7.388259142870023,-11.175885066881548
milyon,0.0,16.0,-33.3044818307122,-8.403296344735518
milyong,0.0,61.0,-33.3044818307122,-7.0650112028065974
minamahal,0.0,15.0,-33.3044818307122,-8.467834865872671
mind,10.0,24.0,-7.976045807767697,-7.997831236629436
mindanao,17.0,146.0,-7.445417556709645,-6.192278445272527
mindful,2.0,3.0,-9.585483720161799,-10.077272778280106
minds,3.0,7.0,-9.1800186120703,-9.22997491791195
mineral,14.0,2.0,-7.6395735711493415,-10.482737886371604
minimize,8.0,10.0,-8.199189359079407,-8.873299973977502
minimum,25.0,18.0,-7.059755075899543,-8.285513309079828
mining,6.0,30.0,-8.486871431527021,-7.77468768531606
minister,4.0,3.0,-8.892336539626852,-10.077272778280106
minutes,0.0,12.0,-33.3044818307122,-8.690978417185214
misery,2.0,6.0,-9.585483720161799,-9.384125597736826
misguided,2.0,4.0,-9.585483720161799,-9.789590705836657
mission,25.0,8.0,-7.059755075899543,-9.096443525289212
missions,2.0,6.0,-9.585483720161799,-9.384125597736826
mistake,2.0,10.0,-9.585483720161799,-8.873299973977502
mistakes,2.0,7.0,-9.585483720161799,-9.22997491791195
miyembro,0.0,28.0,-33.3044818307122,-7.843680556802774
mnlf,0.0,8.0,-33.3044818307122,-9.096443525289212
mobilization,6.0,5.0,-8.486871431527021,-9.566447154527449
mobilize,6.0,8.0,-8.486871431527021,-9.096443525289212
mobilized,5.0,2.0,-8.669192988317644,-10.482737886371604
mode,0.0,5.0,-33.3044818307122,-9.566447154527449
moderate,3.0,4.0,-9.1800186120703,-9.789590705836657
modern,4.0,21.0,-8.892336539626852,-8.131362629253363
modernisasyon,0.0,11.0,-33.3044818307122,-8.777989794174086
modernization,4.0,49.0,-8.892336539626852,-7.28406476886888
modernize,0.0,10.0,-33.3044818307122,-8.873299973977502
modernizing,0.0,6.0,-33.3044818307122,-9.384125597736826
modest,5.0,7.0,-8.669192988317644,-9.22997491791195
moment,4.0,16.0,-8.892336539626852,-8.403296344735518
momentum,1.0,12.0,-10.278630900671743,-8.690978417185214
monetary,24.0,18.0,-7.1005770704196305,-8.285513309079828
money,14.0,85.0,-7.6395735711493415,-6.733233810490056
mong,0.0,24.0,-33.3044818307122,-7.997831236629436
monitor,0.0,5.0,-33.3044818307122,-9.566447154527449
monitoring,0.0,6.0,-33.3044818307122,-9.384125597736826
monopoly,0.0,10.0,-33.3044818307122,-8.873299973977502
month,12.0,36.0,-7.793724250975409,-7.592366128522661
months,30.0,46.0,-6.877433519106255,-7.347243670490279
moral,42.0,22.0,-6.540961282485994,-8.084842613618687
morale,6.0,7.0,-8.486871431527021,-9.22997491791195
morality,13.0,2.0,-7.713681543302513,-10.482737886371604
morning,0.0,6.0,-33.3044818307122,-9.384125597736826
moro,1.0,20.0,-10.278630900671743,-8.180152793422558
mortality,4.0,3.0,-8.892336539626852,-10.077272778280106
mother,1.0,8.0,-10.278630900671743,-9.096443525289212
motor,1.0,6.0,-10.278630900671743,-9.384125597736826
mount,2.0,7.0,-9.585483720161799,-9.22997491791195
mountain,5.0,5.0,-8.669192988317644,-9.566447154527449
moved,4.0,8.0,-8.892336539626852,-9.096443525289212
movement,14.0,15.0,-7.6395735711493415,-8.467834865872671
moves,5.0,6.0,-8.669192988317644,-9.384125597736826
moving,4.0,6.0,-8.892336539626852,-9.384125597736826
mrt,0.0,19.0,-33.3044818307122,-8.231446087809845
mukhang,0.0,7.0,-33.3044818307122,-9.22997491791195
muling,0.0,13.0,-33.3044818307122,-8.610935709512319
multi,6.0,3.0,-8.486871431527021,-10.077272778280106
multilateral,0.0,7.0,-33.3044818307122,-9.22997491791195
multipurpose,0.0,5.0,-33.3044818307122,-9.566447154527449
muna,0.0,14.0,-33.3044818307122,-8.536827737359147
mundo,0.0,31.0,-33.3044818307122,-7.741897862493176
municipal,9.0,6.0,-8.081406323424412,-9.384125597736826
